institution_id,institution_name,open_to_xclerks,country_id,med_school,xclerk_interview_required
4982,"Muhimbili University, Tanzania",All,220,Y,Y
4983,"Obafemi Awolowo Univ. Medical School, Nigeria",All,167,Y,Y
4984,"Pusan National University College of Medicine, South Korea",All,124,Y,Y
3097,"Univ. of Massachusetts, Boston",No,235,N,N
3098,Univ. of Miami,No,235,N,N
3099,Univ. of Miami School of Medicine,US-Canadian,235,Y,N
4985,"Queen's University of Belfast College of Medicine, United Kingdom",All,234,Y,N
3100,Univ. of Michigan,No,235,N,N
4082,"Yiang Su Medical Coll., China",All,51,Y,Y
4083,"Yiang Yin Medical Coll., China",All,51,Y,Y
4084,"Yichang School of Medicine, China",All,51,Y,Y
4085,"Yokohama City Univ. School of Medicine, Japan",All,118,Y,Y
4986,"Rheinsch-Westfaelische Technische Aachen Faculty of Medicine, Germany",All,91,Y,N
4087,"Yonsei Univ. Coll. of Medicine, Korea",All,124,Y,Y
4088,"Yonsei Univ., Korea",No,124,N,Y
3101,Univ. of Michigan Medical School ,US-Canadian,235,Y,N
4987,"Rijksuniversiteit Groningen Faculty of Medicine, Netherlands",All,161,Y,Y
4988,"Rijksuniversiteit Limburg Faculty of Medicine, Netherlands",All,161,Y,Y
4989,"Saba School of Medicine, Netherlands Antilles",All,162,Y,Y
3105,"Univ. of Michigan, Ann Arbor",No,235,N,N
4990,"Shifa Medical College, Pakistan",All,174,Y,Y
4991,"Siddhartha Med Coll, Vijayawada Univ. of Health Sciences, India",All,110,Y,N
4992,"Soonchunhyang University College of Medicine, South Korea",All,124,Y,Y
4097,"Zagazig Univ., Egypt",All,72,Y,N
4098,"Zhejiang Univ., School of Medicine, China",All,51,Y,Y
4101,"Zhong Shan Medical Coll., China",All,51,Y,Y
4103,"Zun Yi Medical Coll., China",All,51,Y,Y
4105,"Latvian State Univ., Riga",No,129,N,Y
4113,"Shanghai Medical Coll., Fudan Univ., China",All,51,Y,Y
4114,"Kuwait Univ., Kuwait",All,126,Y,Y
4117,"China Medical Univ., China",All,51,Y,Y
4119,"Medical School of Jining, China",All,51,Y,Y
4120,"Beijing Medical Univ., China",All,51,Y,Y
5034,NULL,No,1,N,Y
5473,Alabama Coll. of Osteopathic Medicine,US-Canadian,235,Y,Y
5474,A.T. Still Univ. Coll. of Osteopathic Medicine - AZ,US-Canadian,235,Y,Y
5475,Lake Erie Coll. of Osteopathic Medicine - FL,US-Canadian,235,Y,Y
2798,"Stanley Medical Coll., Madras U., India",All,110,Y,N
5476,Philadelphia Coll. of Osteopathic Medicine - GA,US-Canadian,235,Y,Y
5477,Edward Via Coll. of Osteopathic Medicine - SC,US-Canadian,235,Y,Y
5478,Edward Via Coll. of Osteopathic Medicine - AL,US-Canadian,235,Y,Y
5505,Australian Catholic Univ.,No,15,N,Y
2805,"State Univ. of Utrecht, Netherlands",No,161,N,Y
2336,Pennsylvania State Univ. ,No,235,N,N
2345,Philadelphia Coll. of Osteopathic Medicine - PA,US-Canadian,235,Y,N
2362,Point Loma Coll.,No,235,N,N
2365,Polytechnic Institute of Brooklyn ,No,235,N,N
2370,Ponce School of Medicine,US-Canadian,235,Y,N
2376,Portland State Univ. ,No,235,N,N
2386,Princeton Univ.,No,235,N,N
2389,Providence Coll.,No,235,N,N
2395,Purdue Univ. ,No,235,N,N
2849,"Suzhou Medical Coll., China",All,51,Y,Y
2852,"Swatow School of Medicine, China",All,51,Y,Y
2404,"Queen's Univ. Faculty of Medicine, Canada",US-Canadian,44,Y,N
2856,"Sylhet Medical Coll., Bangladesh",All,21,Y,Y
2406,"Queen's Univ., Canada",No,44,N,N
2858,"Szechwan Medical Coll., China",All,51,Y,Y
2408,"Queens Coll., NC",No,235,N,N
2861,"Tabriz Univ., Iran",All,112,Y,Y
2863,"Taipei Medical Coll., Taiwan",All,218,Y,Y
2872,"Tartu State Univ., Estonia",All,76,Y,Y
2874,"Tbilisi Medical School, Russia",All,188,Y,Y
2885,"Technion Medical School, Israel",All,115,Y,N
2886,"Technological Univ. of Monterrey School of Medicine, Mexico",All,149,Y,Y
5480,"Univ. of California, Riverside School of Medicine",US-Canadian,235,Y,Y
2681,Southern Illinois Univ.,No,235,N,N
2682,Southern Methodist Univ. ,No,235,N,N
5523,Birla Inst. of Technology,No,110,N,Y
5561,Cranbrook Acad. of Art,No,235,N,Y
2701,Southwestern Univ. ,No,235,N,N
2706,Spelman Coll. ,No,235,N,N
2712,Springfield Coll. ,No,235,N,N
2719,St. Anselm Coll.,No,235,N,N
2745,Saint John's Univ.,No,235,N,N
2753,"St. Joseph's Coll., PA",No,235,N,N
2755,"St. Joseph's Univ., PA",No,235,N,N
2756,St. Lawrence Univ. ,No,235,N,N
2760,St. Louis Univ. School of Medicine,US-Canadian,235,Y,N
2761,St. Louis Univ.,No,235,N,N
2766,St. Mary's Coll. of Maryland ,No,235,N,N
2767,St. Mary's Coll.,No,235,N,N
2769,"St. Mary's Coll., California",No,235,N,N
2774,St. Mary's Univ. of San Antonio,No,235,N,N
2780,St. Olaf Coll.,No,235,N,N
2784,St. Peter's Coll. ,No,235,N,N
2796,Stanford Univ. School of Medicine,US-Canadian,235,Y,N
2797,Stanford Univ. ,No,235,N,N
532,"City Univ. of New York, Lehman Col.",No,235,N,N
5028,"Ziauddin Medical University, Pakistan",All,174,Y,Y
534,"City Univ. of New York, Queens Col.",No,235,N,N
5047,Drew University,No,235,N,N
536,"City Univ. of New York, York Coll.",No,235,N,N
5048,Univ. of the District of Columbia,No,235,N,N
5517,"Saint John Fisher College, NY",No,235,N,Y
5539,Univ. of Victoria,No,44,N,Y
5550,Univ. of Dhaka,No,21,N,Y
541,Pomona Coll.,No,235,N,N
5562,Univ. of Oviedo,All,207,Y,Y
5579,"California State Univ., Santa Cruz",All,235,N,Y
2520,"S.C.B. Medical Coll., Utkal U., India",All,110,Y,N
2521,"SP Medical Coll., Rajasthan U., India",All,110,Y,N
2522,"Sackler School of Medicine, Tel Aviv U., Israel",All,115,Y,N
5580,University of North Texas,All,235,N,Y
5581,SCHOOL FOR INTERNATIONAL TRAINING,All,235,N,Y
2530,"Saitama Medical School, Japan",All,118,Y,Y
549,"Clark Univ., MA",No,235,N,N
2557,"Santa Casa of Sao Paulo Faculty of Med. Sciences, Brazil",All,35,Y,Y
569,UMDNJ - New Jersey Medical School,US-Canadian,235,Y,N
2560,"Sapporo Medical Coll., Japan",All,118,Y,Y
575,Coll. of Notre Dame of Maryland,No,235,N,N
2565,"Scechuan Medical Coll., China",All,51,Y,Y
580,Coll. of San Mateo ,No,235,N,N
2577,"Second Military Medical Univ., China",All,51,Y,Y
2579,"Semashko's Medical Institute, Moscow, Russia",All,188,Y,Y
2580,"Semmelweis Medical School, Budapest, Hungary",All,108,Y,Y
2582,"Seoul National Univ. Coll. of Medicine, South Korea",All,124,Y,Y
2583,"Seoul National Univ., South Korea",No,124,N,Y
584,Coll. of St. Catherine,No,235,N,N
2585,"Seth G.S. Medical Coll., Mumbai U., India",All,110,Y,N
2590,"Shanghai First Medical Coll., China",All,51,Y,Y
2594,"Shanghai Second Medical Univ., China",All,51,Y,Y
2597,"Shansi Medical Coll., China",All,51,Y,Y
5483,Armstrong Atlantic State University,All,235,N,Y
5484,Bellevue College,All,235,N,Y
5485,Carleton University,All,44,N,Y
3430,"Univ. of Aarhus, Denmark",All,66,Y,Y
5486,Central Michigan University,All,235,N,Y
3432,"Univ. of Adelaide Medical School, Australia",All,15,Y,N
3433,"Univ. of Adelaide, Australia",No,15,N,N
3434,"Univ. of Aix-Marseille, France",No,83,N,Y
5487,Chandler-Gilbert Community College,All,235,N,Y
5488,College of Dupage,All,235,N,Y
3437,"Univ. of Aleppo School of Medicine, Syria",All,217,Y,Y
3438,"Univ. of Algiers, Algeria",No,4,N,Y
5489,Duquesne University,All,235,N,Y
3440,"Univ. of Amazonas, Brazil",All,35,Y,Y
3441,"Univ. of Amsterdam, Netherlands",All,161,Y,Y
5490,Evergreen Valley College,All,235,N,Y
5491,Georgia Southwestern State University,All,235,N,Y
5492,Green River Community College,All,235,N,Y
3445,"Univ. of Antioquia Faculty of Med., Colombia",All,54,Y,Y
5493,Richland College,All,235,N,Y
5494,Saddleback College,All,235,N,Y
3448,"Univ. of Asyut Faculty of Medicine, Egypt",All,72,Y,N
5495,San Diego Mesa College,All,235,N,Y
5496,San Jose City College,All,235,N,Y
3451,"Univ. of Athens Medical School, Greece",All,94,Y,Y
3452,"Univ. of Athens, Greece",No,94,N,Y
3453,Univ. of Auckland School of Med. New Zealand ,All,164,Y,N
5497,Stern College for Women,All,235,N,Y
3455,"Univ. of Baghdad Coll. of Medicine, Iraq",All,113,Y,Y
5498,University of Colorado - Denver and Health Sciences Center,All,235,N,Y
3457,"Univ. of Barcelona Faculty of Medicine, Spain",All,207,Y,Y
5499,Washington University in Saint Louis,All,235,N,Y
3460,"Univ. of Basel Faculty of Medicine, Switzerland",All,216,Y,Y
3462,"Univ. of Basra, Iraq",All,113,Y,Y
3465,"Univ. of Belgrade, Faculty of Medicine, Yugoslavia",All,249,Y,Y
3467,"Univ. of Benin Medical School, Nigeria",All,167,Y,Y
3468,"Univ. of Benin, Lome, Togo",All,222,Y,Y
3469,"Univ. of Bergen, Norway",All,172,Y,Y
3471,"Univ. of Bern, Switzerland",All,216,Y,Y
3473,"Univ. of Birmingham Faculty of Medicine, United Kingdom",All,234,Y,N
3476,"Univ. of Bologna Medical School, Italy",All,116,Y,Y
3478,"Univ. of Mumbai, India",No,110,N,N
3482,"Univ. of Brasilia, Brazil",All,35,Y,Y
3485,"Univ. of Bristol Faculty of Medicine, United Kingdom",All,234,Y,N
3486,"Univ. of Bristol, England",No,234,N,N
4741,Des Moines Univ. Coll. of Osteopathic Medicine ,US-Canadian,235,Y,N
3489,"Univ. of Brussels, Belgium",No,25,N,Y
3492,"Univ. of Buenos Aires Faculty of Medicine, Argentina",All,11,Y,Y
3497,"Univ. of Cairo Faculty of Medicine, Egypt",All,72,Y,N
3498,"Univ. of Cairo, Egypt",No,72,N,N
3501,"Univ. of Cambridge Faculty of Medicine, United Kingdom",All,234,Y,N
3503,"Univ. of Campinas, Brazil",All,35,Y,Y
3505,"Univ. of Cape Town Faculty of Medicine, South Africa ",All,206,Y,Y
3506,"Univ. of Cape Town, South Africa",No,206,N,Y
4799,Touro Univ. of Osteopathic Medicine - CA,US-Canadian,235,Y,N
5567,Suny Farmingdale State College,All,235,N,Y
5568,Fulton-Montgomery Community College,All,235,N,Y
5569,Mountain View College,All,235,N,Y
5570,Collin County Community College,All,235,N,Y
5571,Cayuga Community College,All,235,N,Y
5572,Canisius College,All,235,N,Y
5573,Onondaga Community College,All,235,N,Y
1854,"Univ. of Detroit, Mercy",No,235,N,N
5574,"Univ. of Wisconsin, Fox Valley",All,235,N,Y
5575,"Univ. of Puerto Rico, Rio Piedras",All,184,N,Y
5576,William Rainey Harper College,All,235,N,Y
5577,Irvine Valley College,All,235,N,Y
407,"Catholic Univ. of Daegu School of Medicine, Korea",All,124,Y,Y
414,Catholic Univ. of Chile,All,50,Y,Y
417,"Catholic Univ. of Louvain, Belgium",All,25,Y,Y
418,"Catholic Univ. of Parana, Brazil",All,35,Y,Y
424,"Cebu Institute of Medicine, Philippines",All,180,Y,Y
1870,"Miami Univ., OH",No,235,N,N
1871,Michigan State Univ. Coll. of Human Medicine ,US-Canadian,235,Y,N
1872,Michigan State Univ. ,No,235,N,N
1879,Middlebury Coll.,No,235,N,N
444,Central Univ. of Venezuela,No,241,N,Y
445,Central Univ. of Venezuela School of Medicine,All,241,Y,Y
1889,Midwestern State Univ. ,No,235,N,N
1900,Mills Coll. ,No,235,N,N
1901,Millsaps Coll.,No,235,N,N
460,"Chandka Medical Coll., Pakistan",All,174,Y,Y
461,"Changchiakou School of Medicine, China",All,51,Y,Y
463,"Univ. of London, Imperial Coll School of Medicine, United Kingdom",All,234,Y,N
467,"Chekiang Medical Univ., China",All,51,Y,Y
468,"Chernigov Medical Coll., Russia",All,188,Y,Y
469,"Chernovets Medical Coll., Russia",All,188,Y,Y
473,"Chiamuszu Medical Coll., China",All,51,Y,Y
1916,Mississippi State Univ.,No,235,N,N
5044,Tufts-Fletcher Sch of Law & Diplomacy,No,235,N,N
192,"Barisal Medical Coll., Bangladesh",All,21,Y,Y
3893,Villanova Univ.,No,235,N,N
3897,Virginia Commonwealth Univ.,No,235,N,N
3899,Virginia Polytechnic Inst and State U.,No,235,N,N
211,"Beijing Medical Coll., China",All,51,Y,Y
214,"Beijing Second Medical Coll., China",All,51,Y,Y
3913,Wake Forest Univ.,No,235,N,N
226,"Ben-Gurion Univ., Israel",All,115,Y,N
3925,Washington and Jefferson Coll. ,No,235,N,N
3930,Washington State Univ. ,No,235,N,N
3932,Washington Univ. School of Medicine,US-Canadian,235,Y,N
3933,Washington Univ.,No,235,N,N
3941,Wayne State Univ. School of Medicine ,US-Canadian,235,Y,N
3942,Wayne State Univ.,No,235,N,N
246,"Bethune Univ. of Medical Science, China",All,51,Y,Y
248,"Bialystok Univ. School of Medicine, Poland",All,182,Y,Y
3946,Weber State Coll. ,No,235,N,N
3949,Wellesley Coll. ,No,235,N,N
3956,"Wesleyan Univ., Ct",No,235,N,N
3957,"West Chester Univ., PA. ",No,235,N,N
3970,West Valley Coll. ,No,235,N,N
271,"Bolan Medical Coll., Pakistan",All,174,Y,Y
3974,West Virginia Univ. School of Medicine ,US-Canadian,235,Y,N
3975,West Virginia Univ.,No,235,N,N
3983,Western Illinois Univ. ,No,235,N,N
3985,Western Maryland Coll.,No,235,N,N
5471,"Univ. Internacional del Ecuador,  School of Medicine",All,71,Y,Y
95,American Univ. of Beirut School of Medicine. Lebanon,All,130,Y,Y
107,"Anhwei Medical Coll., China",All,51,Y,Y
108,"Ankara Univ. School of Medicine, Turkey",All,227,Y,Y
130,"Armed Forces Medical Coll., Pune U., India",All,110,Y,N
134,"Asahikawa Medical Coll., Japan",All,118,Y,Y
137,"Assam Medical Coll., Dibrugarh U., India",All,110,Y,N
140,"Ataturk Univ., Turkey",All,227,Y,Y
155,"Aurora Univ. School of Medicine, China",All,51,Y,Y
161,Autonomous Univ. of Honduras ,All,106,Y,Y
163,Autonomous Univ. of Mexico,No,149,N,Y
168,"Azerbajdzanskij Medicinskij Institut, Baku, Russia",All,188,Y,Y
171,"B.J. Gov. Medical Coll., Pune, India",All,110,Y,N
172,"B.R.D. Medical Coll., Gorakhpur U., India",All,110,Y,N
183,"Bangalore Medical Coll., Bangalore U., India",All,110,Y,N
184,"Bangalore Univ., India",No,110,N,N
5470,"Imperial Coll., United Kingdom",No,234,N,Y
598,"Col. of Traditional Chinese Med. Shanghai, China",All,51,Y,Y
606,"Colegio Bandeirantes Sao Paulo, Brazil",No,35,N,Y
637,"Coll. of Medical Sciences, Delhi U., India",All,110,Y,N
1268,Illinois Institute of Technology,No,235,N,N
5500,"Ponce School of Medicine, Puerto Rico",US-Canadian,235,Y,Y
5501,"Univ. Central del Caribe School of Medicine, Puerto Rico",US-Canadian,235,Y,Y
776,"Dow Medical Coll., Pakistan",All,174,Y,Y
1273,"Immaculata Coll., PA",No,235,N,N
1285,"Indiana State U., Terre Haute",No,235,N,N
1292,Indiana Univ. School of Medicine ,US-Canadian,235,Y,N
1293,Indiana Univ.,No,235,N,N
1294,"Indiana Univ., Bloomington",No,235,N,N
800,"East China Normal Univ., China",No,51,N,Y
1357,Iowa State Univ. Sci and Tech ,No,235,N,N
1359,Iowa State Univ.,No,235,N,N
823,"Eberhard-Karls-Univ. Tubingen, Germany",All,91,Y,N
1378,James Madison Univ.,No,235,N,N
826,Ecole Odontotechnique De Paris,No,83,N,Y
1387,Jefferson Medical Col. of Thomas Jefferson Univ. ,US-Canadian,235,Y,N
832,"Ege Univ. School of Medicine, Turkey",All,227,Y,Y
834,"Ehime Medical Univ., Japan",All,118,Y,Y
1404,John Carroll Univ. ,No,235,N,N
1412,Johns Hopkins Univ. School of Medicine ,US-Canadian,235,Y,N
857,"Enshih School of Medicine, China",All,51,Y,Y
861,"Erasmus Univ., Netherlands",All,161,Y,Y
865,"Escola De Ciencias Medicas De Alagoas, Brazil",All,35,Y,Y
866,"Escola De Ciencias Medicas De Volta Redonda, Brazil",All,35,Y,Y
867,"Escola De Med. De Santa Casa De Misericordia, Brazil",All,35,Y,Y
868,"Escola De Med. Fundacao Tecnico-Educacional, Brazil",All,35,Y,Y
946,"Federal Univ. of Rio De Janeiro, Brazil",No,35,N,Y
5032,Queen's University of Belfast ,No,234,N,N
5472,Liberty Univ. Coll. of Osteopathic Medicine,US-Canadian,235,Y,Y
951,"Federal Univ. School of Medicine, Brazil",All,35,Y,Y
1585,"Laval Univ. Faculty of Medicine, Canada",US-Canadian,44,Y,N
960,"Fiji National Univ., Coll. of Medicine, Fiji",All,80,Y,Y
4151,Nova Southeastern Coll. of Osteopathic Medicine,US-Canadian,235,Y,N
963,"First Medical Coll. of Pla, China",All,51,Y,Y
964,"Sechenov First Moscow State Med Univ., Russia",All,188,Y,Y
969,"Flinders Univ., Australia",All,15,Y,N
4233,West Virginia School of Osteopathic Medicine,US-Canadian,235,Y,N
4310,New York Coll. of Osteopathic Medicine ,US-Canadian,235,Y,N
4384,Western U. Coll. of Osteopathic Medicine of the Pacific ,US-Canadian,235,Y,N
996,"Fourth Military Medical Coll., China",All,51,Y,Y
4400,Rhodes Coll.,No,235,N,N
1007,"Free Univ. of Berlin, Germany",All,91,Y,N
1015,"Friedrich-Alexander Univ., Germany",All,91,Y,N
1017,"Friedrich-Schiller-Universitat, Jena, Germany",All,91,Y,N
1018,"Friedrich-Wilhelms-Universitat Bonn, Germany",All,91,Y,N
1022,"Frunze Medical School, Russia",All,188,Y,Y
1027,"Fujian Medical Coll., China",All,51,Y,Y
1029,"Fujian Traditional Chinese Medical Coll., China",All,51,Y,Y
1030,"Fukien Medical Univ., China",All,51,Y,Y
1032,"Fukushima Medical Coll., Japan",All,118,Y,Y
5036,West China Univ.,No,51,N,Y
5578,Prince George Community College,All,235,N,Y
1141,"Hacettepe Univ., Medical School, Turkey",All,227,Y,Y
1146,"Hainan School of Medicine, China",All,51,Y,Y
1148,"Halcov Medical Coll., Russia",All,188,Y,Y
1149,"Hamamatsu Univ. School of Medicine, Japan",All,118,Y,Y
595,Coll. of the Holy Cross,No,235,N,N
596,Coll. of the Sacred Heart,No,235,N,N
1157,"Hannover Medical School, Germany",All,91,Y,N
599,Coll. of William and Mary,No,235,N,N
600,NULL,No,235,N,N
603,Colby Coll. ,No,235,N,N
620,Colgate Univ.,No,235,N,N
644,Colorado Coll.,No,235,N,N
648,Colorado State Univ. ,No,235,N,N
1189,"Zhengzhou Univ.  Medical School, China",All,51,Y,Y
1191,"Hebei Medical School, China",All,51,Y,Y
1195,"Hebrew Univ. Hadassah Medical School, Israel",All,115,Y,N
1196,"Hebrew Univ., Israel",No,115,N,N
653,"Columbia Coll., IL",No,235,N,N
1201,"Helsinki Univ. Medical School, Finland",All,81,Y,Y
1204,"Hengyang Medical Coll., China",All,51,Y,Y
657,Columbia Univ. Col. of Physicians and Surgeons ,US-Canadian,235,Y,N
1215,"Hiroshima Univ. School of Medicine, Japan",All,118,Y,Y
1216,"Hiroshima Univ., Japan",No,118,N,Y
664,Barnard Coll.,No,235,N,N
1219,"Hokkaido Univ. School of Medicine, Japan",All,118,Y,Y
1225,"Honan Medical Coll., China",All,51,Y,Y
1226,Hong Kong Baptist Coll. ,No,51,N,Y
1325,"Univ. of Medicine & Pharmacy, Bucharest",All,187,Y,Y
1326,"Univ. of Medicine and Pharmacy, Cluj-Napoca, Romania",All,187,Y,Y
1327,"Univ. of Medicine and Pharmacy, Iasi, Romania",All,187,Y,Y
1328,"Univ. of Medicine and Pharmacy, Timisoara, Romania",All,187,Y,Y
1329,"Univ. of Medicine and Pharmacy, Tirgu-Mures, Romania",All,187,Y,Y
2818,Suffolk Univ.,No,235,N,N
1362,"Islamia Science Coll., Pakistan",No,174,N,Y
1364,"Istanbul Univ. Faculty of Medicine, Turkey",All,227,Y,Y
1365,"Istanbul Univ., Turkey",No,227,N,Y
2822,"Univ. of Buffalo Suny, School of Medicine",US-Canadian,235,Y,N
1369,"Ivanovo Medical Institute, Russia ",All,188,Y,Y
1370,"Iwate School of Medicine, Japan",All,118,Y,Y
1371,"J.J.M. Medical College, India",All,110,Y,N
2823,Suny At Stony Brook Hlth Sciences Ctr Schl of Med.,US-Canadian,235,Y,N
2825,"Suny Downstate Medical Center, Brooklyn",US-Canadian,235,Y,N
2826,"Suny Upstate Medical Center, Syracuse ",US-Canadian,235,Y,N
1377,"Jagiellonian Univ., Poland",All,182,Y,Y
2827,"State Univ. of New York, Albany",No,235,N,N
2828,"State Univ. of New York, Binghamton",No,235,N,N
2829,"State Univ. of New York, Buffalo",No,235,N,N
1383,"Javeriana Univ., Colombia",No,54,N,Y
1392,"Jiangxi Medical Coll., China",All,51,Y,Y
1393,"Jichi Medical School, Japan",All,118,Y,Y
1394,"Jikei Univ. School of Medicine, Tokyo, Japan",All,118,Y,Y
1492,"Kilpauk Medical Coll., Tamil Nadu Univ., India",All,110,Y,N
1493,"King Abdul Aziz Univ., Faculty of Medicine, Saudi Arabia",All,196,Y,N
5041,Harvard Kennedy School of Government,No,235,N,N
1495,"King Edward Medical Coll., Lahore, Pakistan",All,174,Y,Y
1496,"King George Medical Univ., India",All,110,Y,N
1498,"King's Coll. London, School of Medicine, United Kingdom",All,234,Y,N
1503,"King's Coll., Univ. of London, United Kingdom",No,234,N,N
1505,"Kirin Medical Univ., China",All,51,Y,Y
1508,"Kishinev Medical Institute, Russia",All,188,Y,Y
1509,"Kitasato Univ. School of Medicine, Japan",All,118,Y,Y
2432,Reed Coll.,No,235,N,N
1512,"Kizgiz Medical Institute, Russia",All,188,Y,Y
1518,"Kobe Univ. School of Medicine, Japan",All,118,Y,Y
1520,"Kochi Medical School, Japan",All,118,Y,Y
1525,"Korea Univ. Coll. of Medicine, South Korea",All,124,Y,Y
1527,"Kuban Medical Institute, Krasnodar, Russia",All,188,Y,Y
1528,"Kueilin School of Medicine, China",All,51,Y,Y
1529,"Kumamoto Univ. School of Medicine, Japan",All,118,Y,Y
1530,"Kunming Medical Coll., China",All,51,Y,Y
1532,"Kurnool Medical Coll., Sri Venkatesvara U., India",All,110,Y,N
1533,Kursk Medical Institute ,All,188,Y,Y
1535,"Kurume Univ. School of Medicine, Japan",All,118,Y,Y
1538,"Kwangchow Medical Coll., China",All,51,Y,Y
1540,"Kweiyang Medical Coll., China",All,110,Y,N
1541,"Kyorin Univ. School of Medicine, Japan",All,118,Y,Y
1542,"Kyoto Prefectural Univ. of Medicine, Japan",All,118,Y,Y
1544,"Kyoto Univ. Faculty of Medicine, Japan",All,118,Y,Y
1546,"Kyung Hee Univ., South Korea",No,124,N,Y
1547,"Kyung Pook National Univ., School of Medicine, South Korea",All,124,Y,Y
1551,"Kyushu Univ., School of Medicine, Japan",All,118,Y,Y
2439,Rensselaer Polytechnic Institute,No,235,N,N
2441,Rhode Island Coll.,No,235,N,N
1558,"Lady Hardinge Medical Coll., Delhi U., India",All,110,Y,N
2444,Rice Univ. ,No,235,N,N
2445,Ricks Coll. ,No,235,N,N
2456,Rio Grande Coll.,No,235,N,N
2457,Ripon Coll. ,No,235,N,N
2463,UMDNJ - Robert Wood Johnson Medical School,US-Canadian,235,Y,N
1574,"Lanchow Medical Coll., China",All,51,Y,Y
1931,Montana State Univ.,No,235,N,N
1932,Montclair State Coll. ,No,235,N,N
1686,"Luchow School of Medicine, China",All,51,Y,Y
1688,"Ludwig Maximilian Univ., Munchen, Germany",All,91,Y,N
1692,"Luzhou Medical Coll., China",All,51,Y,Y
1693,"Lvov State Medical Institute, Russia",All,188,Y,Y
1704,"M. P. Shah Medical Coll., Saurashtra U., India",All,110,Y,N
1706,"M.G.M. Medical Coll., Indore U., India",All,110,Y,N
1940,Morehouse School of Medicine ,US-Canadian,235,Y,N
1941,Morehouse Coll. ,No,235,N,N
1942,Morgan State Univ. ,No,235,N,N
1944,Morris Brown Coll.,No,235,N,N
1718,"Madras Medical Coll., Madras Univ., India",All,110,Y,N
1724,"Otto Von Guericke U. Magdeburg Med Academy, Germany",All,91,Y,N
1725,"Mahadevappa Rampure Medical Coll., India",All,110,Y,N
1729,"Mahidol Univ. Faculty of Medicine, Thailand",All,221,Y,Y
1730,"Mahidol Univ., Thailand",No,221,N,Y
1732,"Makerere Univ., Kampala, Uganda",All,231,Y,Y
1954,Mt. Holyoke Coll. ,No,235,N,N
1737,"Manchuria Medical Coll., China",All,51,Y,Y
1961,Mt. Sinai School of Medicine of New York Univ.,US-Canadian,235,Y,N
1969,Mt. Union Coll. ,No,235,N,N
1972,Muhlenberg Coll.,No,235,N,N
1973,Mundelein Coll. ,No,235,N,N
1763,"Martin-Luther-Universitat, Germany",All,91,Y,N
5468,Nova Southeastern Univ.,No,235,N,Y
3675,"Univ. of Nayarit, Tepic, Mexico",All,149,Y,Y
5469,"Univ. of Liberia, Liberia",No,132,N,Y
3108,Univ. of Minnesota ,No,235,N,N
3678,Univ. of New South Wales Faculty of Medicine ,All,15,Y,N
3681,"Univ. of Newcastle, Australia",All,15,Y,N
3686,Univ. of Nigeria,All,167,Y,Y
3687,"Univ. of Nijmegen, the Netherlands",No,161,N,Y
3688,"Univ. of Nis, Yugoslavia",All,249,Y,Y
3690,"Univ. of Novi Sad, Yugoslavia",All,249,Y,Y
3692,"Univ. of Oslo, Norway",All,172,Y,Y
3694,"Univ. of Otago Medical School, New Zealand",All,164,Y,N
3695,"Univ. of Otago, New Zealand",No,164,N,N
3699,"Univ. of Oxford, England",No,234,N,N
3700,"Univ. of Padjadjaran, Indonesia",No,111,N,Y
3701,"Univ. of Padova School of Medicine, Italy",All,116,Y,Y
3702,"Univ. of Padova, Italy",No,116,N,Y
3706,"Univ. of Panama, Faculty of Medicine",All,176,Y,Y
3707,"Univ. of Paris Medical School, France",All,83,Y,Y
3711,"Univ. of Paris, France",No,83,N,Y
3713,"Univ. of Paris, U.E.R. of Med. & Human Biology",All,83,Y,Y
3716,"Univ. of Patras, Greece",All,94,Y,Y
3719,"Univ. of Peradeniya, Sri Lanka",All,208,Y,Y
3722,"Univ. of Porto Faculty of Medicine, Portugal",All,183,Y,Y
3723,"Univ. of Pretoria, South Africa",All,206,Y,Y
3725,"Univ. of Pristina, Yugoslavia",All,249,Y,Y
3726,"Univ. of Punjab, Lahore, Pakistan",No,174,N,Y
3730,"Univ. of Queensland, Australia",All,15,Y,N
3731,"Univ. of Rabat, Morocco",All,155,Y,Y
3735,"Univ. of Regensburg, Germany",All,91,Y,N
3742,"Univ. of Rome Faculty of Medicine & Surgery, Italy",All,116,Y,Y
3745,"Univ. of Rouen Medical School, France",All,83,Y,Y
3746,"Univ. of Saarbrucken, Germany",All,91,Y,N
3747,"Univ. of Saarland, Germany",All,91,Y,N
3754,"Univ. of San Carlos, Guatemala",All,99,Y,Y
3839,"Warsaw Medical School, Poland",All,182,Y,Y
3110,"Univ. of Minnesota Medical School, Minneapolis",US-Canadian,235,Y,N
3842,Univ. of Western Australia School of Medicine,All,15,Y,N
3843,"Univ. of Western Australia, Australia",No,15,N,N
3111,"Univ. of Minnesota Medical School, Duluth",US-Canadian,235,Y,N
3114,"Univ. of Minnesota, Twin Cities",No,235,N,N
3849,"Univ. of Wurzburg, Germany",All,91,Y,N
3851,"Univ. of Yucatan, Mexico",All,149,Y,Y
3852,"Univ. of Zagreb Medical School, Croatia",All,61,Y,Y
3854,"Univ. of Zambia, Zambia",All,250,Y,Y
3857,Univ. of Zurich Faculty of Medicine Switzerland,All,216,Y,Y
3115,Univ. of Mississippi ,No,235,N,N
3116,Univ. of Mississippi School of Medicine,US-Canadian,235,Y,N
